follow,left,filename,triggernum,triggername
True,False,E065_mask.png,212,egg_follow_right_E065
False,True,E065_mask.png,221,egg_fix_left_E065
False,False,E065_mask.png,222,egg_fix_right_E065
True,True,E098_mask.png,211,egg_follow_left_E098
True,False,E098_mask.png,212,egg_follow_right_E098
False,True,E098_mask.png,221,egg_fix_left_E098
False,False,E098_mask.png,222,egg_fix_right_E098
True,True,E045_mask.png,211,egg_follow_left_E045
True,False,E045_mask.png,212,egg_follow_right_E045
False,True,E045_mask.png,221,egg_fix_left_E045
False,False,E045_mask.png,222,egg_fix_right_E045
True,True,F008_mask.png,111,face_follow_left_F008
True,False,F008_mask.png,112,face_follow_right_F008
False,True,F008_mask.png,121,face_fix_left_F008
False,False,F008_mask.png,122,face_fix_right_F008
True,True,F132_mask.png,111,face_follow_left_F132
True,False,F132_mask.png,112,face_follow_right_F132
False,True,F132_mask.png,121,face_fix_left_F132
False,False,F132_mask.png,122,face_fix_right_F132
True,True,F129_mask.png,111,face_follow_left_F129
True,False,F129_mask.png,112,face_follow_right_F129
False,True,F129_mask.png,121,face_fix_left_F129
False,False,F129_mask.png,122,face_fix_right_F129
True,True,F149_mask.png,111,face_follow_left_F149
True,False,F149_mask.png,112,face_follow_right_F149
False,True,F149_mask.png,121,face_fix_left_F149
False,False,F149_mask.png,122,face_fix_right_F149
True,True,E060_mask.png,211,egg_follow_left_E060
True,False,E060_mask.png,212,egg_follow_right_E060
False,True,E060_mask.png,221,egg_fix_left_E060
False,False,E060_mask.png,222,egg_fix_right_E060
True,True,F014_mask.png,111,face_follow_left_F014
True,False,F014_mask.png,112,face_follow_right_F014
False,True,F014_mask.png,121,face_fix_left_F014
False,False,F014_mask.png,122,face_fix_right_F014
True,True,F016_mask.png,111,face_follow_left_F016
True,False,F016_mask.png,112,face_follow_right_F016
False,True,F016_mask.png,121,face_fix_left_F016
False,False,F016_mask.png,122,face_fix_right_F016
True,True,F086_mask.png,111,face_follow_left_F086
True,False,F086_mask.png,112,face_follow_right_F086
False,True,F086_mask.png,121,face_fix_left_F086
False,False,F086_mask.png,122,face_fix_right_F086
True,True,F031_mask.png,111,face_follow_left_F031
True,False,F031_mask.png,112,face_follow_right_F031
False,True,F031_mask.png,121,face_fix_left_F031
False,False,F031_mask.png,122,face_fix_right_F031
True,True,F078_mask.png,111,face_follow_left_F078
True,False,F078_mask.png,112,face_follow_right_F078
False,True,F078_mask.png,121,face_fix_left_F078
False,False,F078_mask.png,122,face_fix_right_F078
True,True,F160_mask.png,111,face_follow_left_F160
True,False,F160_mask.png,112,face_follow_right_F160
False,True,F160_mask.png,121,face_fix_left_F160
False,False,F160_mask.png,122,face_fix_right_F160
True,True,F110_mask.png,111,face_follow_left_F110
True,False,F110_mask.png,112,face_follow_right_F110
False,True,F110_mask.png,121,face_fix_left_F110
False,False,F110_mask.png,122,face_fix_right_F110
True,True,F103_mask.png,111,face_follow_left_F103
True,False,F103_mask.png,112,face_follow_right_F103
False,True,F103_mask.png,121,face_fix_left_F103
False,False,F103_mask.png,122,face_fix_right_F103
True,True,E102_mask.png,211,egg_follow_left_E102
True,False,E102_mask.png,212,egg_follow_right_E102
False,True,E102_mask.png,221,egg_fix_left_E102
False,False,E102_mask.png,222,egg_fix_right_E102
True,True,F133_mask.png,111,face_follow_left_F133
True,False,F133_mask.png,112,face_follow_right_F133
False,True,F133_mask.png,121,face_fix_left_F133
False,False,F133_mask.png,122,face_fix_right_F133
True,True,F135_mask.png,111,face_follow_left_F135
True,False,F135_mask.png,112,face_follow_right_F135
False,True,F135_mask.png,121,face_fix_left_F135
False,False,F135_mask.png,122,face_fix_right_F135
True,True,F122_mask.png,111,face_follow_left_F122
True,False,F122_mask.png,112,face_follow_right_F122
False,True,F122_mask.png,121,face_fix_left_F122
False,False,F122_mask.png,122,face_fix_right_F122
True,True,F018_mask.png,111,face_follow_left_F018
True,False,F018_mask.png,112,face_follow_right_F018
False,True,F018_mask.png,121,face_fix_left_F018
False,False,F018_mask.png,122,face_fix_right_F018
True,True,E071_mask.png,211,egg_follow_left_E071
True,False,E071_mask.png,212,egg_follow_right_E071
False,True,E071_mask.png,221,egg_fix_left_E071
False,False,E071_mask.png,222,egg_fix_right_E071
True,True,F108_mask.png,111,face_follow_left_F108
True,False,F108_mask.png,112,face_follow_right_F108
False,True,F108_mask.png,121,face_fix_left_F108
False,False,F108_mask.png,122,face_fix_right_F108
True,True,E024_mask.png,211,egg_follow_left_E024
True,False,E024_mask.png,212,egg_follow_right_E024
False,True,E024_mask.png,221,egg_fix_left_E024
False,False,E024_mask.png,222,egg_fix_right_E024
True,True,E089_mask.png,211,egg_follow_left_E089
True,False,E089_mask.png,212,egg_follow_right_E089
False,True,E089_mask.png,221,egg_fix_left_E089
False,False,E089_mask.png,222,egg_fix_right_E089
True,True,F148_mask.png,111,face_follow_left_F148
True,False,F148_mask.png,112,face_follow_right_F148
False,True,F148_mask.png,121,face_fix_left_F148
False,False,F148_mask.png,122,face_fix_right_F148
True,True,E134_mask.png,211,egg_follow_left_E134
True,False,E134_mask.png,212,egg_follow_right_E134
False,True,E134_mask.png,221,egg_fix_left_E134
False,False,E134_mask.png,222,egg_fix_right_E134
True,True,F054_mask.png,111,face_follow_left_F054
True,False,F054_mask.png,112,face_follow_right_F054
False,True,F054_mask.png,121,face_fix_left_F054
False,False,F054_mask.png,122,face_fix_right_F054
True,True,E088_mask.png,211,egg_follow_left_E088
True,False,E088_mask.png,212,egg_follow_right_E088
False,True,E088_mask.png,221,egg_fix_left_E088
False,False,E088_mask.png,222,egg_fix_right_E088
True,True,F138_mask.png,111,face_follow_left_F138
True,False,F138_mask.png,112,face_follow_right_F138
False,True,F138_mask.png,121,face_fix_left_F138
False,False,F138_mask.png,122,face_fix_right_F138
True,True,E145_mask.png,211,egg_follow_left_E145
True,False,E145_mask.png,212,egg_follow_right_E145
False,True,E145_mask.png,221,egg_fix_left_E145
False,False,E145_mask.png,222,egg_fix_right_E145
True,True,F166_mask.png,111,face_follow_left_F166
True,False,F166_mask.png,112,face_follow_right_F166
False,True,F166_mask.png,121,face_fix_left_F166
False,False,F166_mask.png,122,face_fix_right_F166
True,True,E074_mask.png,211,egg_follow_left_E074
True,False,E074_mask.png,212,egg_follow_right_E074
False,True,E074_mask.png,221,egg_fix_left_E074
False,False,E074_mask.png,222,egg_fix_right_E074
True,True,F027_mask.png,111,face_follow_left_F027
True,False,F027_mask.png,112,face_follow_right_F027
False,True,F027_mask.png,121,face_fix_left_F027
False,False,F027_mask.png,122,face_fix_right_F027
True,True,E161_mask.png,211,egg_follow_left_E161
True,False,E161_mask.png,212,egg_follow_right_E161
False,True,E161_mask.png,221,egg_fix_left_E161
False,False,E161_mask.png,222,egg_fix_right_E161
True,True,F026_mask.png,111,face_follow_left_F026
True,False,F026_mask.png,112,face_follow_right_F026
False,True,F026_mask.png,121,face_fix_left_F026
False,False,F026_mask.png,122,face_fix_right_F026
True,True,F092_mask.png,111,face_follow_left_F092
True,False,F092_mask.png,112,face_follow_right_F092
False,True,F092_mask.png,121,face_fix_left_F092
False,False,F092_mask.png,122,face_fix_right_F092
True,True,F047_mask.png,111,face_follow_left_F047
True,False,F047_mask.png,112,face_follow_right_F047
False,True,F047_mask.png,121,face_fix_left_F047
False,False,F047_mask.png,122,face_fix_right_F047
True,True,E149_mask.png,211,egg_follow_left_E149
True,False,E149_mask.png,212,egg_follow_right_E149
False,True,E149_mask.png,221,egg_fix_left_E149
False,False,E149_mask.png,222,egg_fix_right_E149
True,True,E046_mask.png,211,egg_follow_left_E046
True,False,E046_mask.png,212,egg_follow_right_E046
False,True,E046_mask.png,221,egg_fix_left_E046
False,False,E046_mask.png,222,egg_fix_right_E046
True,True,E158_mask.png,211,egg_follow_left_E158
True,False,E158_mask.png,212,egg_follow_right_E158
False,True,E158_mask.png,221,egg_fix_left_E158
False,False,E158_mask.png,222,egg_fix_right_E158
True,True,F033_mask.png,111,face_follow_left_F033
True,False,F033_mask.png,112,face_follow_right_F033
False,True,F033_mask.png,121,face_fix_left_F033
False,False,F033_mask.png,122,face_fix_right_F033
True,True,E085_mask.png,211,egg_follow_left_E085
True,False,E085_mask.png,212,egg_follow_right_E085
False,True,E085_mask.png,221,egg_fix_left_E085
False,False,E085_mask.png,222,egg_fix_right_E085
True,True,F025_mask.png,111,face_follow_left_F025
True,False,F025_mask.png,112,face_follow_right_F025
False,True,F025_mask.png,121,face_fix_left_F025
False,False,F025_mask.png,122,face_fix_right_F025
True,True,E095_mask.png,211,egg_follow_left_E095
True,False,E095_mask.png,212,egg_follow_right_E095
False,True,E095_mask.png,221,egg_fix_left_E095
False,False,E095_mask.png,222,egg_fix_right_E095
True,True,E066_mask.png,211,egg_follow_left_E066
True,False,E066_mask.png,212,egg_follow_right_E066
False,True,E066_mask.png,221,egg_fix_left_E066
False,False,E066_mask.png,222,egg_fix_right_E066
True,True,E157_mask.png,211,egg_follow_left_E157
True,False,E157_mask.png,212,egg_follow_right_E157
False,True,E157_mask.png,221,egg_fix_left_E157
False,False,E157_mask.png,222,egg_fix_right_E157
True,True,E069_mask.png,211,egg_follow_left_E069
True,False,E069_mask.png,212,egg_follow_right_E069
False,True,E069_mask.png,221,egg_fix_left_E069
False,False,E069_mask.png,222,egg_fix_right_E069
True,True,E129_mask.png,211,egg_follow_left_E129
True,False,E129_mask.png,212,egg_follow_right_E129
False,True,E129_mask.png,221,egg_fix_left_E129
False,False,E129_mask.png,222,egg_fix_right_E129
True,True,F070_mask.png,111,face_follow_left_F070
True,False,F070_mask.png,112,face_follow_right_F070
False,True,F070_mask.png,121,face_fix_left_F070
False,False,F070_mask.png,122,face_fix_right_F070
True,True,F123_mask.png,111,face_follow_left_F123
True,False,F123_mask.png,112,face_follow_right_F123
False,True,F123_mask.png,121,face_fix_left_F123
False,False,F123_mask.png,122,face_fix_right_F123
True,True,E053_mask.png,211,egg_follow_left_E053
True,False,E053_mask.png,212,egg_follow_right_E053
False,True,E053_mask.png,221,egg_fix_left_E053
False,False,E053_mask.png,222,egg_fix_right_E053
True,True,E170_mask.png,211,egg_follow_left_E170
True,False,E170_mask.png,212,egg_follow_right_E170
False,True,E170_mask.png,221,egg_fix_left_E170
False,False,E170_mask.png,222,egg_fix_right_E170
True,True,F071_mask.png,111,face_follow_left_F071
True,False,F071_mask.png,112,face_follow_right_F071
False,True,F071_mask.png,121,face_fix_left_F071
False,False,F071_mask.png,122,face_fix_right_F071
True,True,F001_mask.png,111,face_follow_left_F001
True,False,F001_mask.png,112,face_follow_right_F001
False,True,F001_mask.png,121,face_fix_left_F001
False,False,F001_mask.png,122,face_fix_right_F001
True,True,E051_mask.png,211,egg_follow_left_E051
True,False,E051_mask.png,212,egg_follow_right_E051
False,True,E051_mask.png,221,egg_fix_left_E051
False,False,E051_mask.png,222,egg_fix_right_E051
True,True,E028_mask.png,211,egg_follow_left_E028
True,False,E028_mask.png,212,egg_follow_right_E028
False,True,E028_mask.png,221,egg_fix_left_E028
False,False,E028_mask.png,222,egg_fix_right_E028
True,True,E040_mask.png,211,egg_follow_left_E040
True,False,E040_mask.png,212,egg_follow_right_E040
False,True,E040_mask.png,221,egg_fix_left_E040
False,False,E040_mask.png,222,egg_fix_right_E040
True,True,E116_mask.png,211,egg_follow_left_E116
True,False,E116_mask.png,212,egg_follow_right_E116
False,True,E116_mask.png,221,egg_fix_left_E116
False,False,E116_mask.png,222,egg_fix_right_E116
True,True,E048_mask.png,211,egg_follow_left_E048
True,False,E048_mask.png,212,egg_follow_right_E048
False,True,E048_mask.png,221,egg_fix_left_E048
False,False,E048_mask.png,222,egg_fix_right_E048
True,True,E018_mask.png,211,egg_follow_left_E018
True,False,E018_mask.png,212,egg_follow_right_E018
False,True,E018_mask.png,221,egg_fix_left_E018
False,False,E018_mask.png,222,egg_fix_right_E018
True,True,E148_mask.png,211,egg_follow_left_E148
True,False,E148_mask.png,212,egg_follow_right_E148
False,True,E148_mask.png,221,egg_fix_left_E148
False,False,E148_mask.png,222,egg_fix_right_E148
True,True,F153_mask.png,111,face_follow_left_F153
True,False,F153_mask.png,112,face_follow_right_F153
False,True,F153_mask.png,121,face_fix_left_F153
False,False,F153_mask.png,122,face_fix_right_F153
True,True,F049_mask.png,111,face_follow_left_F049
True,False,F049_mask.png,112,face_follow_right_F049
False,True,F049_mask.png,121,face_fix_left_F049
False,False,F049_mask.png,122,face_fix_right_F049
True,True,F112_mask.png,111,face_follow_left_F112
True,False,F112_mask.png,112,face_follow_right_F112
False,True,F112_mask.png,121,face_fix_left_F112
False,False,F112_mask.png,122,face_fix_right_F112
True,True,F056_mask.png,111,face_follow_left_F056
True,False,F056_mask.png,112,face_follow_right_F056
False,True,F056_mask.png,121,face_fix_left_F056
False,False,F056_mask.png,122,face_fix_right_F056
True,True,F085_mask.png,111,face_follow_left_F085
True,False,F085_mask.png,112,face_follow_right_F085
False,True,F085_mask.png,121,face_fix_left_F085
False,False,F085_mask.png,122,face_fix_right_F085
True,True,E062_mask.png,211,egg_follow_left_E062
True,False,E062_mask.png,212,egg_follow_right_E062
False,True,E062_mask.png,221,egg_fix_left_E062
False,False,E062_mask.png,222,egg_fix_right_E062
True,True,F042_mask.png,111,face_follow_left_F042
True,False,F042_mask.png,112,face_follow_right_F042
False,True,F042_mask.png,121,face_fix_left_F042
False,False,F042_mask.png,122,face_fix_right_F042
True,True,F090_mask.png,111,face_follow_left_F090
True,False,F090_mask.png,112,face_follow_right_F090
False,True,F090_mask.png,121,face_fix_left_F090
False,False,F090_mask.png,122,face_fix_right_F090
True,True,E128_mask.png,211,egg_follow_left_E128
True,False,E128_mask.png,212,egg_follow_right_E128
False,True,E128_mask.png,221,egg_fix_left_E128
False,False,E128_mask.png,222,egg_fix_right_E128
True,True,F168_mask.png,111,face_follow_left_F168
True,False,F168_mask.png,112,face_follow_right_F168
False,True,F168_mask.png,121,face_fix_left_F168
False,False,F168_mask.png,122,face_fix_right_F168
True,True,E166_mask.png,211,egg_follow_left_E166
True,False,E166_mask.png,212,egg_follow_right_E166
False,True,E166_mask.png,221,egg_fix_left_E166
False,False,E166_mask.png,222,egg_fix_right_E166
True,True,E059_mask.png,211,egg_follow_left_E059
True,False,E059_mask.png,212,egg_follow_right_E059
False,True,E059_mask.png,221,egg_fix_left_E059
False,False,E059_mask.png,222,egg_fix_right_E059
True,True,F077_mask.png,111,face_follow_left_F077
True,False,F077_mask.png,112,face_follow_right_F077
False,True,F077_mask.png,121,face_fix_left_F077
False,False,F077_mask.png,122,face_fix_right_F077
True,True,E025_mask.png,211,egg_follow_left_E025
True,False,E025_mask.png,212,egg_follow_right_E025
False,True,E025_mask.png,221,egg_fix_left_E025
False,False,E025_mask.png,222,egg_fix_right_E025
True,True,F142_mask.png,111,face_follow_left_F142
True,False,F142_mask.png,112,face_follow_right_F142
False,True,F142_mask.png,121,face_fix_left_F142
False,False,F142_mask.png,122,face_fix_right_F142
True,True,F099_mask.png,111,face_follow_left_F099
True,False,F099_mask.png,112,face_follow_right_F099
False,True,F099_mask.png,121,face_fix_left_F099
False,False,F099_mask.png,122,face_fix_right_F099
True,True,F059_mask.png,111,face_follow_left_F059
True,False,F059_mask.png,112,face_follow_right_F059
False,True,F059_mask.png,121,face_fix_left_F059
False,False,F059_mask.png,122,face_fix_right_F059
True,True,E100_mask.png,211,egg_follow_left_E100
True,False,E100_mask.png,212,egg_follow_right_E100
False,True,E100_mask.png,221,egg_fix_left_E100
False,False,E100_mask.png,222,egg_fix_right_E100
True,True,E114_mask.png,211,egg_follow_left_E114
True,False,E114_mask.png,212,egg_follow_right_E114
False,True,E114_mask.png,221,egg_fix_left_E114
False,False,E114_mask.png,222,egg_fix_right_E114
True,True,F165_mask.png,111,face_follow_left_F165
True,False,F165_mask.png,112,face_follow_right_F165
False,True,F165_mask.png,121,face_fix_left_F165
False,False,F165_mask.png,122,face_fix_right_F165
True,True,F102_mask.png,111,face_follow_left_F102
True,False,F102_mask.png,112,face_follow_right_F102
False,True,F102_mask.png,121,face_fix_left_F102
False,False,F102_mask.png,122,face_fix_right_F102
True,True,E017_mask.png,211,egg_follow_left_E017
True,False,E017_mask.png,212,egg_follow_right_E017
False,True,E017_mask.png,221,egg_fix_left_E017
False,False,E017_mask.png,222,egg_fix_right_E017
True,True,E107_mask.png,211,egg_follow_left_E107
True,False,E107_mask.png,212,egg_follow_right_E107
False,True,E107_mask.png,221,egg_fix_left_E107
False,False,E107_mask.png,222,egg_fix_right_E107
True,True,E011_mask.png,211,egg_follow_left_E011
True,False,E011_mask.png,212,egg_follow_right_E011
False,True,E011_mask.png,221,egg_fix_left_E011
False,False,E011_mask.png,222,egg_fix_right_E011
True,True,F068_mask.png,111,face_follow_left_F068
True,False,F068_mask.png,112,face_follow_right_F068
False,True,F068_mask.png,121,face_fix_left_F068
False,False,F068_mask.png,122,face_fix_right_F068
True,True,E136_mask.png,211,egg_follow_left_E136
True,False,E136_mask.png,212,egg_follow_right_E136
False,True,E136_mask.png,221,egg_fix_left_E136
False,False,E136_mask.png,222,egg_fix_right_E136
True,True,E151_mask.png,211,egg_follow_left_E151
True,False,E151_mask.png,212,egg_follow_right_E151
False,True,E151_mask.png,221,egg_fix_left_E151
False,False,E151_mask.png,222,egg_fix_right_E151
True,True,E120_mask.png,211,egg_follow_left_E120
True,False,E120_mask.png,212,egg_follow_right_E120
False,True,E120_mask.png,221,egg_fix_left_E120
False,False,E120_mask.png,222,egg_fix_right_E120
True,True,F126_mask.png,111,face_follow_left_F126
True,False,F126_mask.png,112,face_follow_right_F126
False,True,F126_mask.png,121,face_fix_left_F126
False,False,F126_mask.png,122,face_fix_right_F126
True,True,F164_mask.png,111,face_follow_left_F164
True,False,F164_mask.png,112,face_follow_right_F164
False,True,F164_mask.png,121,face_fix_left_F164
False,False,F164_mask.png,122,face_fix_right_F164
True,True,E096_mask.png,211,egg_follow_left_E096
True,False,E096_mask.png,212,egg_follow_right_E096
False,True,E096_mask.png,221,egg_fix_left_E096
False,False,E096_mask.png,222,egg_fix_right_E096
True,True,F154_mask.png,111,face_follow_left_F154
True,False,F154_mask.png,112,face_follow_right_F154
False,True,F154_mask.png,121,face_fix_left_F154
False,False,F154_mask.png,122,face_fix_right_F154
True,True,F106_mask.png,111,face_follow_left_F106
True,False,F106_mask.png,112,face_follow_right_F106
False,True,F106_mask.png,121,face_fix_left_F106
False,False,F106_mask.png,122,face_fix_right_F106
True,True,F009_mask.png,111,face_follow_left_F009
True,False,F009_mask.png,112,face_follow_right_F009
False,True,F009_mask.png,121,face_fix_left_F009
False,False,F009_mask.png,122,face_fix_right_F009
True,True,F058_mask.png,111,face_follow_left_F058
True,False,F058_mask.png,112,face_follow_right_F058
False,True,F058_mask.png,121,face_fix_left_F058
False,False,F058_mask.png,122,face_fix_right_F058
True,True,F143_mask.png,111,face_follow_left_F143
True,False,F143_mask.png,112,face_follow_right_F143
False,True,F143_mask.png,121,face_fix_left_F143
False,False,F143_mask.png,122,face_fix_right_F143
True,True,F095_mask.png,111,face_follow_left_F095
True,False,F095_mask.png,112,face_follow_right_F095
False,True,F095_mask.png,121,face_fix_left_F095
False,False,F095_mask.png,122,face_fix_right_F095
True,True,F109_mask.png,111,face_follow_left_F109
True,False,F109_mask.png,112,face_follow_right_F109
False,True,F109_mask.png,121,face_fix_left_F109
False,False,F109_mask.png,122,face_fix_right_F109
True,True,F005_mask.png,111,face_follow_left_F005
True,False,F005_mask.png,112,face_follow_right_F005
False,True,F005_mask.png,121,face_fix_left_F005
False,False,F005_mask.png,122,face_fix_right_F005
True,True,F067_mask.png,111,face_follow_left_F067
True,False,F067_mask.png,112,face_follow_right_F067
False,True,F067_mask.png,121,face_fix_left_F067
False,False,F067_mask.png,122,face_fix_right_F067
True,True,F036_mask.png,111,face_follow_left_F036
True,False,F036_mask.png,112,face_follow_right_F036
False,True,F036_mask.png,121,face_fix_left_F036
False,False,F036_mask.png,122,face_fix_right_F036
True,True,F150_mask.png,111,face_follow_left_F150
True,False,F150_mask.png,112,face_follow_right_F150
False,True,F150_mask.png,121,face_fix_left_F150
False,False,F150_mask.png,122,face_fix_right_F150
True,True,E008_mask.png,211,egg_follow_left_E008
True,False,E008_mask.png,212,egg_follow_right_E008
False,True,E008_mask.png,221,egg_fix_left_E008
False,False,E008_mask.png,222,egg_fix_right_E008
True,True,E055_mask.png,211,egg_follow_left_E055
True,False,E055_mask.png,212,egg_follow_right_E055
False,True,E055_mask.png,221,egg_fix_left_E055
False,False,E055_mask.png,222,egg_fix_right_E055
True,True,F124_mask.png,111,face_follow_left_F124
True,False,F124_mask.png,112,face_follow_right_F124
False,True,F124_mask.png,121,face_fix_left_F124
False,False,F124_mask.png,122,face_fix_right_F124
True,True,F156_mask.png,111,face_follow_left_F156
True,False,F156_mask.png,112,face_follow_right_F156
False,True,F156_mask.png,121,face_fix_left_F156
False,False,F156_mask.png,122,face_fix_right_F156
True,True,E105_mask.png,211,egg_follow_left_E105
True,False,E105_mask.png,212,egg_follow_right_E105
False,True,E105_mask.png,221,egg_fix_left_E105
False,False,E105_mask.png,222,egg_fix_right_E105
True,True,F107_mask.png,111,face_follow_left_F107
True,False,F107_mask.png,112,face_follow_right_F107
False,True,F107_mask.png,121,face_fix_left_F107
False,False,F107_mask.png,122,face_fix_right_F107
True,True,F019_mask.png,111,face_follow_left_F019
True,False,F019_mask.png,112,face_follow_right_F019
False,True,F019_mask.png,121,face_fix_left_F019
False,False,F019_mask.png,122,face_fix_right_F019
True,True,F114_mask.png,111,face_follow_left_F114
True,False,F114_mask.png,112,face_follow_right_F114
False,True,F114_mask.png,121,face_fix_left_F114
False,False,F114_mask.png,122,face_fix_right_F114
True,True,E103_mask.png,211,egg_follow_left_E103
True,False,E103_mask.png,212,egg_follow_right_E103
False,True,E103_mask.png,221,egg_fix_left_E103
False,False,E103_mask.png,222,egg_fix_right_E103
True,True,E072_mask.png,211,egg_follow_left_E072
True,False,E072_mask.png,212,egg_follow_right_E072
False,True,E072_mask.png,221,egg_fix_left_E072
False,False,E072_mask.png,222,egg_fix_right_E072
True,True,E137_mask.png,211,egg_follow_left_E137
True,False,E137_mask.png,212,egg_follow_right_E137
False,True,E137_mask.png,221,egg_fix_left_E137
False,False,E137_mask.png,222,egg_fix_right_E137
True,True,E037_mask.png,211,egg_follow_left_E037
True,False,E037_mask.png,212,egg_follow_right_E037
False,True,E037_mask.png,221,egg_fix_left_E037
False,False,E037_mask.png,222,egg_fix_right_E037
True,True,F096_mask.png,111,face_follow_left_F096
True,False,F096_mask.png,112,face_follow_right_F096
False,True,F096_mask.png,121,face_fix_left_F096
False,False,F096_mask.png,122,face_fix_right_F096
True,True,E004_mask.png,211,egg_follow_left_E004
True,False,E004_mask.png,212,egg_follow_right_E004
False,True,E004_mask.png,221,egg_fix_left_E004
False,False,E004_mask.png,222,egg_fix_right_E004
True,True,E084_mask.png,211,egg_follow_left_E084
True,False,E084_mask.png,212,egg_follow_right_E084
False,True,E084_mask.png,221,egg_fix_left_E084
False,False,E084_mask.png,222,egg_fix_right_E084
True,True,F004_mask.png,111,face_follow_left_F004
True,False,F004_mask.png,112,face_follow_right_F004
False,True,F004_mask.png,121,face_fix_left_F004
False,False,F004_mask.png,122,face_fix_right_F004
True,True,E016_mask.png,211,egg_follow_left_E016
True,False,E016_mask.png,212,egg_follow_right_E016
False,True,E016_mask.png,221,egg_fix_left_E016
False,False,E016_mask.png,222,egg_fix_right_E016
True,True,F094_mask.png,111,face_follow_left_F094
True,False,F094_mask.png,112,face_follow_right_F094
False,True,F094_mask.png,121,face_fix_left_F094
False,False,F094_mask.png,122,face_fix_right_F094
True,True,F144_mask.png,111,face_follow_left_F144
True,False,F144_mask.png,112,face_follow_right_F144
False,True,F144_mask.png,121,face_fix_left_F144
False,False,F144_mask.png,122,face_fix_right_F144
True,True,E005_mask.png,211,egg_follow_left_E005
True,False,E005_mask.png,212,egg_follow_right_E005
False,True,E005_mask.png,221,egg_fix_left_E005
False,False,E005_mask.png,222,egg_fix_right_E005
True,True,F083_mask.png,111,face_follow_left_F083
True,False,F083_mask.png,112,face_follow_right_F083
False,True,F083_mask.png,121,face_fix_left_F083
False,False,F083_mask.png,122,face_fix_right_F083
True,True,F044_mask.png,111,face_follow_left_F044
True,False,F044_mask.png,112,face_follow_right_F044
False,True,F044_mask.png,121,face_fix_left_F044
False,False,F044_mask.png,122,face_fix_right_F044
True,True,E156_mask.png,211,egg_follow_left_E156
True,False,E156_mask.png,212,egg_follow_right_E156
False,True,E156_mask.png,221,egg_fix_left_E156
False,False,E156_mask.png,222,egg_fix_right_E156
True,True,F023_mask.png,111,face_follow_left_F023
True,False,F023_mask.png,112,face_follow_right_F023
False,True,F023_mask.png,121,face_fix_left_F023
False,False,F023_mask.png,122,face_fix_right_F023
True,True,E117_mask.png,211,egg_follow_left_E117
True,False,E117_mask.png,212,egg_follow_right_E117
False,True,E117_mask.png,221,egg_fix_left_E117
False,False,E117_mask.png,222,egg_fix_right_E117
True,True,E090_mask.png,211,egg_follow_left_E090
True,False,E090_mask.png,212,egg_follow_right_E090
False,True,E090_mask.png,221,egg_fix_left_E090
False,False,E090_mask.png,222,egg_fix_right_E090
True,True,E041_mask.png,211,egg_follow_left_E041
True,False,E041_mask.png,212,egg_follow_right_E041
False,True,E041_mask.png,221,egg_fix_left_E041
False,False,E041_mask.png,222,egg_fix_right_E041
True,True,F034_mask.png,111,face_follow_left_F034
True,False,F034_mask.png,112,face_follow_right_F034
False,True,F034_mask.png,121,face_fix_left_F034
False,False,F034_mask.png,122,face_fix_right_F034
True,True,F080_mask.png,111,face_follow_left_F080
True,False,F080_mask.png,112,face_follow_right_F080
False,True,F080_mask.png,121,face_fix_left_F080
